person,bead_colour,n_beads,Duration_in_Seconds,Vsearch_YesNo,Vsearch_Strategy,Bucket_YesNo,Bucket_Strategy,Gender,Ethnicity,Age,Height,Weight,Occupation,AreaOfStudy,Education,VidGame_YesNo,VidGame_Type,VidGame_Time,Sports_YesNo,Sports_Type,Sports_Time,Hobbies_YesNo,Hobbies_Type,Hobbies_Time,MentIll_YesNo,MentIll_Type,BFI2_01,BFI2_02,BFI2_03,BFI2_04,BFI2_05,BFI2_06,BFI2_07,BFI2_08,BFI2_09,BFI2_10,BFI2_11,BFI2_12,BFI2_13,BFI2_14,BFI2_15,BFI2_16,BFI2_17,BFI2_18,BFI2_19,BFI2_20,BFI2_21,BFI2_22,BFI2_23,BFI2_24,BFI2_25,BFI2_26,BFI2_27,BFI2_28,BFI2_29,BFI2_30,BFI2_31,BFI2_32,BFI2_33,BFI2_34,BFI2_35,BFI2_36,BFI2_37,BFI2_38,BFI2_39,BFI2_40,BFI2_41,BFI2_42,BFI2_43,BFI2_44,BFI2_45,BFI2_46,BFI2_47,BFI2_48,BFI2_49,BFI2_50,BFI2_51,BFI2_52,BFI2_53,BFI2_54,BFI2_55,BFI2_56,BFI2_57,BFI2_58,BFI2_59,BFI2_60,ProScale_01,ProScale_02,ProScale_03,ProScale_04,ProScale_05,ProScale_06,ProScale_07,ProScale_08,ProScale_09,ProScale_10,ProScale_11,ProScale_12,ProScale_13,ProScale_14,ProScale_15,ProScale_16,ProScale_17,ProScale_18,ProScale_19,ProScale_20,BIS11_01,BIS11_02,BIS11_03,BIS11_04,BIS11_05,BIS11_06,BIS11_07,BIS11_08,BIS11_09,BIS11_10,BIS11_11,BIS11_12,BIS11_13,BIS11_14,BIS11_15,BIS11_16,BIS11_17,BIS11_18,BIS11_19,BIS11_20,BIS11_21,BIS11_22,BIS11_23,BIS11_24,BIS11_25,BIS11_26,BIS11_27,BIS11_28,BIS11_29,BIS11_30
730,orange,5,1672,0,NA,0,NA,Female,Asian British,18,5'8,49,student,Computing,Alevels,0,NA,NA,0,NA,NA,1,Playing Chess,3 hours,0,NA,4,4,3,3,3,3,4,4,4,3,2,1,3,3,3,2,2,3,3,3,3,2,3,4,2,3,3,3,4,3,2,4,3,3,3,2,2,3,2,3,3,1,3,3,2,4,2,3,3,3,2,4,3,2,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2
731,black,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,black,1,1428,1,i searched through the similar singular tilted side first and then the mixed side. I used this strategy as it was easier for me to do so rather than looking at the whole page at once.,1,i picked first bucket from my right hand and the second one from left hand most of the time.,female,Indian,31,154 cm,67 kg,student,psychology,masters,0,NA,NA,1,"squash, badminton",2,1,"guitar, reading",1.5,0,NA,5,5,1,2,2,3,5,4,2,5,5,2,5,5,5,4,1,5,4,5,3,1,3,2,1,4,5,4,4,1,2,5,4,5,5,3,1,5,4,5,3,4,5,4,1,5,1,1,2,1,2,5,5,4,1,5,5,4,5,5,4,4,5,2,1,4,2,4,4,2,5,5,4,1,2,2,3,4,4,5,4,3,3,3,1,4,4,2,4,4,1,4,3,2,3,1,2,1,2,3,1,2,4,2,4,3,1,1,4,4
733,black,2,798,1,"I would look at the side with consistent lines briefly, then I tried to go line by line on the side with random lines and scan for the tilted line I was looking for.",1,"I grabbed the closest bucket and then the second bucket, because I was going forward then back so it made sense to grab one then the other.",female,white british,23,"5'4""",56kg,part time student,language and linguistics,bachelors,1,"life sim, roleplaying, some action/adventure games","It depends, but on average 5-10",0,NA,NA,1,"crochet, cross stitch, reading, watching anime",15-20,0,NA,2,4,2,2,3,4,5,4,1,4,2,3,1,5,2,4,1,5,4,4,2,1,4,4,4,4,4,2,2,2,4,4,5,5,5,4,2,3,3,4,2,4,4,2,3,4,1,2,1,2,4,5,4,2,4,5,4,4,4,2,2,1,5,4,4,5,2,2,1,1,4,2,5,5,5,1,1,4,3,5,3,2,2,1,2,3,4,3,3,3,2,2,3,2,2,1,2,2,1,1,1,2,3,1,2,2,3,2,3,2
734,black,4,758,0,NA,1,Pick up from right first,Male,Hindu,21,5foot 6inch,65 kilogram,student,Psychology,Second year under graduate,0,NA,NA,0,NA,NA,1,Music and Movies,5,0,NA,4,5,5,1,4,2,5,4,1,2,3,2,3,4,5,1,4,3,4,3,1,1,5,5,2,3,5,5,1,4,1,5,2,5,5,3,1,4,4,4,2,5,4,1,1,5,1,2,1,3,2,5,5,2,3,2,1,2,4,4,4,4,1,5,4,4,4,5,4,2,1,3,5,1,2,1,4,2,5,5,2,4,4,4,3,4,4,1,2,1,3,1,4,4,2,3,3,2,4,4,1,4,4,2,4,4,3,4,2,2
736,orange,1,995,0,Did not use any strategy.,0,Did not use any strategy,Female,Indian and Emarati,22,5'5,56kgs,Student,Psychology,Masters,1,Mobile video games,2,0,NA,NA,1,Dancing,10,0,NA,5,5,2,4,5,4,5,4,4,4,1,1,4,3,3,2,2,4,3,5,4,1,4,5,1,2,4,4,5,2,2,4,2,2,5,2,2,4,3,4,3,2,4,5,1,4,2,1,2,1,2,5,3,3,2,5,4,2,4,4,4,2,4,4,1,4,2,4,3,3,4,2,5,4,2,2,2,4,3,2,4,1,2,3,1,1,4,3,2,3,1,2,4,1,3,2,2,1,1,2,3,2,2,2,1,2,3,2,3,4
737,orange,6,1170,1,I tried to look for a 45% line. Some stood out clearly.,1,I got the first before getting the second.,Female,"Malaysian Indian, Spanish",31,"5""3",75kg,Student,Cognitive Neuroscience and Neuropsychology,BSc (Hons) Psychology,0,NA,NA,1,"tennis, running",6hours,1,Reading and craft,6,0,NA,2,4,1,3,1,3,4,3,4,5,4,1,4,1,5,5,1,5,3,5,3,1,4,5,4,2,4,1,5,2,5,4,5,4,5,2,3,4,2,5,3,4,4,5,1,1,1,1,4,3,4,5,5,1,2,3,4,1,2,4,4,2,5,4,3,2,1,5,4,4,5,4,3,1,1,1,1,3,3,3,3,1,4,3,1,4,4,3,3,4,1,4,4,1,4,2,1,2,1,4,1,1,1,1,1,2,1,1,4,4
738,orange,3,618,0,I didn't use a strategy.,1,It was easier grabbing the first bucket on my way to the second one.,Female,Indian,20,5'4,72,Student/Retail supervisor at the SU Store,Psychology,A levels,1,Mostly arcade/simulation ones.,8,1,Dance.,4,1,"Cooking, writing, reading.",12,0,NA,5,5,3,2,2,3,4,2,4,5,1,1,4,3,4,3,1,4,3,4,3,2,3,4,2,2,3,3,3,2,3,4,4,4,4,3,3,4,3,4,4,2,4,3,2,4,2,2,1,2,3,4,4,3,2,4,5,4,3,4,4,3,2,1,2,4,2,4,4,3,3,4,4,2,4,3,2,4,3,4,3,2,2,2,2,3,3,3,2,3,1,3,3,1,3,2,2,2,2,3,1,3,2,2,2,3,3,2,3,4
739,black,2,759,1,If I could not see the line straight away I would scan the corners in a circular motion then the centre.,1,I would pick the first bucket up with my right hand and then the second with my left. I would then walk on the right hand side of the first bucket to place them on the yellow box.,Female,White British,20,5'6,N/A,Student,English Language and Linguistics,A level,0,NA,NA,1,Cheerleading,6,1,Running and yoga,4,1,Chronic anxiety,4,5,1,2,4,4,5,4,4,4,3,3,4,3,5,2,5,5,5,4,5,1,3,4,2,1,5,3,2,2,2,5,2,5,4,3,2,5,3,5,5,5,5,3,3,5,1,3,1,3,1,5,4,4,2,4,4,2,3,4,4,3,5,3,1,5,4,4,3,3,3,3,5,1,3,5,3,4,3,4,3,1,2,2,2,3,4,3,3,3,1,3,4,3,3,2,2,2,2,3,1,3,2,2,3,3,2,2,2,4
741,orange,5,3376,1,"I glanced at the first easy half of the screen forst, then looked at the harder half to catch anything with a similar angle",1,"pick up the first one with right hand, go on the left side, grab the other bucket with left hand, return on the left side",female,wjite,26,165,110,residence life coordinator,NA,msc,0,NA,NA,0,NA,NA,1,propagation of rare investment plants,10,0,NA,1,5,1,2,3,5,5,1,1,4,2,2,5,1,5,3,5,3,4,5,5,3,4,4,1,5,4,1,4,2,4,5,3,4,5,3,4,5,4,5,3,4,5,5,3,5,2,1,1,1,1,5,5,4,1,4,3,1,1,5,3,3,3,5,1,1,2,5,1,3,3,3,5,3,4,1,1,4,1,4,4,1,4,1,1,4,4,4,1,4,1,4,4,1,4,2,1,1,1,4,2,1,1,2,1,1,4,1,3,4
742,black,7,1228,1,finding the pattern and I looked at the skewed ones first.,1,not walking till the end but grabbing as it's efficient,Non-binary,Asian(indian),23,174cms,65kg,Full-time student,Psycholinguistics,undergraduate,1,"rpg,f2p",1,1,volleyball,0,1,crocheting,01-Mar,0,NA,4,4,2,2,5,4,5,4,3,5,2,2,4,3,4,4,2,4,5,5,3,2,4,4,2,3,3,4,3,2,3,3,5,4,5,2,1,5,4,3,3,3,4,3,1,3,4,1,2,1,3,4,3,3,1,3,3,2,3,4,4,4,4,3,1,4,2,5,2,4,3,4,5,4,2,2,4,3,3,5,3,3,2,2,1,2,2,1,2,3,1,3,3,2,3,2,2,1,2,3,2,2,1,2,1,2,2,1,4,2
743,orange,2,786,0,followed every line from left to right,1,got the one closest first and then went to get the one further away,female,"white, slavic",18,5'4,50kg,student,psychology,a levels,0,NA,NA,0,NA,NA,1,painting,08-Oct,0,NA,4,4,1,4,5,1,5,2,3,4,4,1,3,4,2,4,5,5,4,5,1,1,3,4,2,4,5,2,5,1,4,4,5,3,5,3,2,4,1,1,2,3,4,4,1,2,1,1,2,3,4,5,5,1,3,4,2,3,1,3,4,2,5,3,3,1,1,4,2,1,4,2,5,4,4,1,1,4,2,2,3,2,4,1,1,1,4,3,3,4,1,2,2,2,2,1,1,3,1,3,1,2,1,1,1,4,3,1,3,2
745,orange,3,1208,1,"First, I looked through the half which had consistency because it is easier to find the different one.  If there was no line that I was looking for on the half,  looked the other half from the top to bottom or vice versa so that I would not miss spots.",1,I used right hand to pick up the first bucket and left hand for the other one. I was consioce of my behavior as I was participating in the experiment and there was no reason to change the way I pick them up.,Female,Asian,27,154cm,50kg,Student,Law,Undergrad,0,NA,NA,0,NA,NA,1,Traveling,0,0,NA,4,5,1,5,2,2,5,2,5,5,3,4,5,1,3,4,1,4,1,4,2,1,2,5,1,5,5,2,5,3,1,4,5,5,4,1,1,4,1,5,2,5,4,5,1,3,4,1,5,1,3,5,2,1,1,4,5,1,1,3,4,2,5,1,1,5,2,2,4,5,2,4,5,2,2,1,1,2,1,2,4,2,1,1,1,4,4,3,2,4,1,4,4,1,4,2,1,2,2,3,3,1,2,1,1,3,2,1,4,4
746,orange,1,10812,1,MOVE FROM UP TO DOWN IN A COLUMN WISE FASHION TO SPOT IT EARLY,1,WALK IN STRAIGHTLINE,FEMALE,ASIAN,27,163,68,STUDENT,MATHEMATICS,MASTER,0,NA,NA,1,BATMINTON,2,1,WATCHING SERIES,14,0,NA,5,5,2,4,4,3,5,4,5,5,2,2,3,2,4,2,4,5,4,5,5,1,3,4,1,1,4,4,5,4,3,4,4,1,4,3,2,4,2,2,5,2,4,4,3,4,1,1,3,1,1,5,4,2,2,4,4,3,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,3,3,4,4,3,4,3,2,3,3,4,3,2,4,2,2,3,3,2,1,4,1,2,3,3,3,3,2,2,4,3,3,3,3,2,3,4
747,black,1,4920,1,"search for same type of line, while avoiding the different shapes.",1,I used the strategy to collect the both buckets at a same time to avoid going back gain for the next one if you can collect the both at a same time,female,Pakistani,25,5'4,45,student,psychology,masters,0,NA,NA,0,NA,NA,1,"watching movies, reading books , exploring places",02-Mar,0,NA,5,5,3,3,4,3,5,4,3,4,4,1,3,4,4,3,4,3,4,4,3,2,2,4,2,2,4,3,2,3,2,4,3,4,4,3,3,4,4,4,4,3,4,4,2,5,3,2,4,4,3,4,4,3,3,4,4,3,4,4,3,4,3,3,2,4,3,3,3,3,4,4,4,2,3,4,4,4,4,3,3,2,2,3,1,2,2,3,2,2,2,3,1,2,2,2,1,2,2,2,1,1,1,2,3,3,3,2,2,2
748,black,3,4001,1,"searching line bye line top to bottom, left to right",1,get the bucket furthest away first and then grab the nearer bucket on the way back,female,white,20,170,n/a,student,psychology,high school diploma,1,"open world, strategic and creative",02-Mar,0,NA,NA,1,"archery, axe throwing",0-1,0,NA,4,4,2,5,2,2,4,2,3,5,4,3,4,2,4,2,1,2,1,4,2,1,5,4,2,5,4,4,5,2,4,2,1,2,4,5,2,3,1,4,2,2,4,5,1,4,2,3,2,1,5,4,3,1,1,4,4,4,1,3,5,5,4,1,2,1,3,5,4,5,2,5,4,2,2,2,2,2,4,2,2,2,4,3,1,2,2,3,3,2,1,3,2,2,3,1,2,2,3,3,4,2,1,3,1,2,1,1,3,4
749,orange,3,4482,0,tried to look along the rows to make sure to see all the lines and help identify the right one.,1,"picked up the furthest bucket first to not have to walk there and back with one, less heavy.",female,european white,18,164 cm,70 kg,student,psychology,a-levels,0,NA,NA,0,NA,NA,1,"cooking, going on walks",Oct-15,0,NA,4,5,4,4,4,2,5,5,3,5,1,3,4,3,3,4,1,2,4,5,4,2,4,4,2,3,5,4,3,2,4,5,3,4,5,3,3,4,3,3,4,5,5,2,2,4,3,4,2,2,4,5,5,2,5,5,5,4,3,2,2,1,2,3,5,4,5,3,5,4,2,5,5,1,1,2,2,2,5,2,2,2,2,3,2,2,3,3,2,4,2,3,4,3,2,2,3,2,3,2,2,3,4,3,3,4,2,2,2,3
750,black,1,903,1,searched the organised side first then went row by row on disorganised side. because it was eaiser to spot on organised side,0,n/a,non binary,white british,21,5''5,i dont know,student,psychology,a levels,1,"minecraft. sims, pokemon",45,0,NA,NA,1,"art,",2,1,"autism, generalised anxiety disorder, dyspraxia",4,2,2,1,4,3,3,2,1,5,1,4,4,3,2,3,4,4,5,4,5,2,5,2,2,5,4,3,2,2,4,3,2,5,4,2,4,3,4,4,3,4,4,2,3,4,4,2,1,2,1,4,3,4,2,5,4,4,5,4,4,2,2,4,3,2,4,4,4,3,3,4,5,3,5,4,4,3,3,5,4,2,2,2,3,3,4,3,2,3,4,3,3,4,3,2,2,1,1,2,1,3,2,4,2,4,2,4,3,3
751,orange,1,4229,0,looking on the lines randomly,1,just to pick both buckets in a single turn to save time,male,asian british pakistani,24,180 cm,65 kg,student,biotechnology,bachelor,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,2,5,2,4,2,3,5,2,5,5,5,2,5,5,5,5,4,5,2,2,5,2,2,5,5,2,5,1,2,2,5,5,5,4,2,4,2,5,4,5,5,5,5,5,2,2,2,2,4,5,2,5,5,2,2,5,4,2,5,5,4,4,3,4,1,5,3,5,2,2,5,2,5,5,5,2,5,4,2,5,4,1,3,4,1,2,3,4,3,3,2,4,2,2,4,2,2,2,2,2,1,1,1,1,1,2,2,2,4,4
752,black,3,13965,1,looked from the place where lines where constant.,1,"picked the bucket at the end first, then the other on the way back. both at once. saves time.",male,indian,24,6 ft,65 kg,student,literatrue,bacherlors,1,good ones,not since i've began my masters,1,cricket,used to play 20,1,making music,10,0,NA,3,3,3,3,5,5,3,4,5,5,5,5,2,3,3,2,4,5,4,5,2,1,1,2,3,3,4,5,3,2,3,2,5,5,5,2,4,4,4,3,1,5,4,2,1,4,5,2,2,4,1,3,5,3,1,2,1,5,3,3,1,5,5,1,3,1,3,5,5,5,1,5,5,1,1,5,5,5,3,3,4,1,2,2,4,4,3,2,1,1,4,4,3,4,4,2,2,1,2,4,1,3,1,1,4,4,1,4,1,4
754,black,1,6276,0,"I glanced at the rows or columns in sets of 2-4
for the more organized side I looked for something vaguely out of place",0,I approached the buckets from the left so I could pick them using my right hand,Male,Indian,19,5'4,47 Kg,Student,Engineering,High School,1,"First Person Shooter, Strategy games",10,1,"Long distance running, Football, Tennis",5 hours,1,"Speed solving Rubik's cubes. Weightlifting, Card magic",20,0,NA,4,3,5,4,3,4,5,4,5,5,1,4,4,3,4,2,3,4,2,4,4,3,3,5,2,1,3,4,4,3,2,4,3,2,4,4,4,5,3,3,5,5,5,4,3,4,2,3,2,2,3,5,5,3,2,5,3,3,4,4,5,4,5,5,1,5,4,4,4,4,5,2,4,3,2,4,4,5,4,2,2,2,3,4,2,2,1,3,3,3,1,2,2,2,3,1,2,3,2,3,3,2,3,1,3,3,1,1,4,3
756,orange,2,3805,0,NA,1,taking the first bucket with the left hand and the second one with the right and bringing both of them back at the same time,female,indian,21,172cms,60kgs,student,psychology,undergraduate,1,racing and puzzles,02-Mar,1,"basketball, badminton, cricket.",07-Aug,1,"dancing, painting",05-Jun,0,NA,5,4,2,5,5,4,4,4,5,4,2,2,3,4,5,2,4,4,2,4,3,2,2,1,2,2,4,4,5,2,2,4,4,2,4,2,4,5,3,4,4,3,4,5,1,4,4,2,4,2,3,4,4,3,2,4,4,3,2,5,4,4,2,2,3,4,3,4,4,3,2,2,4,2,3,4,3,4,3,3,3,2,3,4,2,3,3,4,3,3,2,3,3,2,3,2,3,3,3,3,2,2,1,3,1,3,3,2,4,3
757,black,1,3900,0,used random startegies,1,hold the buckets from the handle,female,Indian,27,173 cm,65 kg,student,psychology,undergraduate,0,NA,NA,1,table tennis,2,0,NA,NA,0,NA,3,5,4,3,3,3,5,5,5,5,5,4,4,4,4,4,2,3,5,5,4,2,4,3,1,3,4,3,3,3,3,1,4,4,4,2,4,3,4,4,3,4,5,4,3,4,4,4,3,3,4,4,3,4,3,4,3,4,4,4,4,5,2,1,4,4,4,1,5,5,5,5,3,2,2,5,5,1,5,1,2,3,2,3,4,4,2,4,1,3,2,4,4,2,4,2,2,2,2,2,2,2,4,2,2,3,2,2,2,4
758,orange,1,7156,0,n/a,0,n/a,female,white european,23,5'4,52,student,neuroscience,BSc,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,2,2,5,2,1,3,2,5,1,2,4,4,4,4,1,4,3,2,4,3,3,4,5,2,4,4,2,4,2,5,4,2,2,4,3,2,4,2,4,2,2,5,4,3,4,2,4,4,2,3,3,3,3,5,3,3,1,3,3,1,1,3,1,1,3,3,3,4,4,1,4,4,4,1,1,1,3,1,4,1,1,3,3,3,3,3,2,1,1,2,2,1,1,3,2,3,3,3,3,1,3,3,3,3,2,2,3,2,1,2
759,orange,2,5288,1,i noticed that the tilted line was mostly found where all the straight tilted lines were so i mainly focused on that,0,i did not use any strategy. i just went with whatever felt right.,female,Pakistani- Muslim,22,5'5,59.5,Student,Psychology,Bachelor;s,1,Pubg and MineCraft,14 hours,1,Basketball,04-May,1,Reading Novels,3/4 hours,0,NA,4,5,5,2,3,3,5,5,2,5,2,2,2,5,3,4,2,2,5,5,2,2,4,2,4,4,5,5,2,3,4,4,2,5,5,5,4,3,5,5,4,5,5,2,2,4,4,4,2,1,3,4,3,5,3,4,4,5,5,4,5,5,3,3,3,3,5,2,5,5,4,4,3,1,3,4,4,2,5,1,2,2,2,2,3,3,3,1,2,2,2,1,2,4,4,3,4,1,2,2,2,4,4,4,2,3,2,3,2,2
762,orange,6,11695,1,"going through the lines either row by row
or column by column

to ensure that all lines were looked at",1,retrieve the furthest bucket first. \stack the first bucket on top of the second one on the way back,Female,Indian-tamil,25,160,60,student,psychology,BSc,0,NA,NA,1,rugby,NA,1,"reading, doing henna",01-Mar,0,NA,4,5,4,2,5,3,3,4,3,2,4,4,3,4,3,3,4,3,5,2,3,2,4,4,3,3,1,5,2,5,4,3,4,5,3,4,4,3,4,4,3,4,4,3,4,4,4,4,2,3,3,3,4,4,4,2,2,4,4,2,3,5,4,2,4,5,4,2,4,2,5,2,5,2,3,2,2,3,4,4,3,2,1,1,2,3,3,3,3,3,2,3,3,1,1,1,2,3,2,3,1,2,2,1,1,3,2,1,3,2
763,orange,3,4121,1,"Looked towards the side that had all of the lines pointing in the same direction, if the line was not there, i would look over to the other half and scan until I could see it.",1,"Pick the first one up with my right hand, slide the bucket into the other hand and pick up the second bucket with my right hand too, purely because my right hand is my dominant hand.",Male,British/Mixed Caribbean,21,6ft6,98kg,Student,Psychology,College Diploma,1,"Sports,RPG, First person shooter.",14,0,NA,NA,1,Watching football matches,6,0,NA,4,3,4,4,4,4,5,4,5,5,2,2,4,4,3,2,2,2,3,5,5,5,4,3,5,5,4,5,2,2,2,4,2,4,3,2,4,2,2,5,4,4,5,2,2,4,4,1,4,5,1,5,2,2,1,4,2,5,3,5,5,4,2,1,2,1,5,4,4,3,1,4,4,2,2,5,5,2,5,1,2,4,4,4,2,4,1,3,3,1,2,4,4,4,4,2,4,2,4,3,1,4,2,2,4,3,4,4,2,2
765,black,1,5497,0,N/A,0,N/A,FEMALE,AFRICAN,24,5 ft 8,60,student,psychology,Psychology (Msc) in view,0,NA,NA,0,NA,NA,1,"cooking,listening to music",42,0,NA,4,4,4,3,4,4,4,4,4,2,4,3,4,5,5,4,4,4,5,4,3,5,2,5,1,3,2,4,4,4,4,4,2,5,3,2,4,5,5,5,5,5,4,2,1,4,5,3,1,3,2,4,4,4,3,5,4,2,2,5,5,5,5,2,5,5,3,4,3,3,4,2,3,1,3,1,1,3,3,3,4,2,4,4,2,4,4,4,2,2,3,4,1,2,4,4,2,4,1,4,3,3,1,1,1,4,1,3,4,4
766,black,1,11456,1,i was looking for the lines which were in the same direction and then looked at the angle of the titled line,0,NA,female,Indian,21,5ft,70kg,Student,Master of Science in Psychology,Undergraduation,0,NA,NA,1,badminton,3 hours,1,singing and playing guitar,4 hours,0,NA,5,5,5,2,5,4,5,4,2,5,3,2,1,1,4,2,5,5,5,5,4,2,2,4,1,1,5,4,2,5,2,4,5,5,5,3,2,4,3,5,5,3,5,4,1,5,1,1,1,1,1,5,4,2,1,5,4,3,3,5,3,4,5,5,2,5,3,2,3,2,4,2,5,3,4,2,2,4,4,5,3,1,2,4,1,4,4,4,2,3,1,1,4,1,4,2,2,3,2,4,2,1,1,1,1,4,2,2,2,3
767,orange,2,3958,1,to find which does not match the rest.,0,just picked up the buckets as directed and placed it on the yellow box,femalw,Indian,22,164cm,52,student,psychology,undergraduate in psychology,0,NA,NA,1,basketbsll,its been long since played,1,music,20,0,NA,4,4,1,3,4,5,5,2,3,5,2,3,3,3,4,2,3,5,4,5,4,2,2,5,3,2,4,2,3,4,2,4,5,4,5,2,2,5,3,2,4,4,4,3,2,4,2,1,3,2,3,4,4,2,3,4,4,3,3,3,3,4,4,2,2,3,3,5,3,5,4,2,4,4,4,5,3,5,3,4,4,2,3,3,2,1,1,3,3,3,1,3,4,2,2,1,2,2,2,3,2,2,1,1,3,2,4,3,1,3
768,black,1,13427,1,viewing fast,1,two buckets at a time was easy,female,indian,32,149,78,non at present,msc psychology,mbbs,1,"candy crush, angry birds, ludo",10,0,NA,NA,1,"reading books, magazines",40-80 hours,0,NA,5,5,3,2,1,3,5,3,3,5,1,1,5,5,4,4,4,5,5,5,3,1,2,5,1,1,5,1,3,5,4,5,5,3,5,2,1,5,3,4,3,3,5,5,2,3,1,1,1,2,4,5,5,3,1,5,4,3,4,4,5,3,5,4,1,5,4,4,4,4,1,1,5,3,4,3,4,3,3,3,3,2,2,3,1,2,1,4,3,4,1,4,4,4,3,1,1,2,2,3,1,1,1,1,1,2,3,2,4,4
770,black,3,3716,0,NA,0,NA,male,Indian,30,170,69,student,Psychology,Bachelors in Commerce,0,NA,NA,1,basketball,6,1,"watching movies, gym",6,0,NA,5,5,2,4,4,4,5,3,4,5,2,2,4,2,4,3,2,4,4,3,2,1,2,4,3,4,4,3,4,3,3,4,4,3,3,3,2,3,2,3,3,2,5,5,3,4,2,2,2,3,2,4,4,2,3,4,4,2,3,3,2,2,3,2,3,3,4,4,4,3,3,4,4,2,4,3,4,2,3,4,3,1,2,3,2,2,2,3,2,2,2,3,2,2,3,3,2,2,2,3,3,1,4,2,1,2,2,3,3,1
771,black,4,7226,0,I did not used any strategy. i was simply searching for the titled one.,1,I took 2 buckets at the same time to reduce my effort and time.,Female,Asian,23,153cm,49kg,Student,Psychology,Masters,0,NA,NA,0,NA,NA,1,"Doing craft works, watching series and movies.",8 hrs,0,NA,4,4,2,2,4,4,4,2,2,4,2,2,4,5,4,2,4,5,5,4,4,4,2,4,5,2,5,2,2,4,2,4,5,2,5,1,2,4,2,1,4,2,4,2,1,4,1,1,4,2,1,4,5,1,2,4,4,1,5,4,2,4,4,5,1,2,2,4,1,2,1,2,5,4,5,2,2,4,2,2,3,3,3,3,2,1,4,3,2,3,2,2,3,4,3,2,3,3,2,1,1,2,1,2,1,2,1,2,4,2
772,orange,1,3526,1,I tried to  look at the uniform half first,1,"I got the bucket that was further away, so that I dont have to carry the first bucket back and forth.",female,mixed black and white,24,163,58,student,Psychology,BSc,0,NA,NA,1,"running, weightlifting",6,1,reading,8,0,NA,4,5,4,2,2,4,5,3,3,5,1,2,4,3,4,3,2,4,4,5,4,1,2,3,1,1,4,5,3,2,4,4,3,5,5,2,3,4,4,4,4,2,3,4,1,4,1,3,1,1,3,4,3,3,1,5,5,4,4,5,4,2,2,5,4,5,1,5,2,2,4,4,5,5,5,4,4,4,3,4,3,2,4,3,2,2,3,3,3,2,2,3,4,2,4,2,2,1,2,3,2,2,1,2,1,2,1,2,4,4
773,black,1,1303,0,when there is group of line clustered together to the opposite direction i go through that portion first to check for the sample then to the mixed set of lines,0,there was no particular strategy but i picked the bucket with the hand which was convenient according to my bodies position to the bucket,male,Indian,23,167cm,75,student,psychology,bachelor of science(UG),1,"First person shooters, RPG",4-5 hours,1,football,2,1,"reading, gaming",7-8 hours,0,NA,4,5,3,4,5,4,3,4,5,5,1,5,5,4,5,4,1,4,5,5,4,5,2,2,1,1,4,4,1,1,4,5,4,5,5,4,5,5,5,5,4,5,5,2,1,3,1,4,1,1,2,5,4,5,1,5,4,5,5,5,4,2,4,1,1,5,2,2,4,4,4,5,5,2,2,4,4,2,4,2,2,1,3,4,1,3,2,1,3,1,2,4,4,2,3,1,3,1,3,2,2,3,1,1,3,3,2,1,3,2
774,orange,2,4580,1,I looked at the lines in a square motion and I saw there were four corners so I looked in four big squares. It made it easier to analyze,0,I just got the buckets randomly,Female,Black Caribbean,19,5'5,76.9 kg,student,psychology,a-levels,1,Racing games or fifa,2,1,Netball,occasionally nut 2 hours most,1,I play guitar,4,1,Depression,4,5,2,2,2,3,5,4,4,4,2,3,4,4,5,4,5,5,4,5,4,3,3,3,1,3,4,1,1,3,4,4,3,4,5,1,2,3,4,5,4,5,5,3,1,4,1,1,2,1,3,5,5,4,4,4,5,3,4,5,2,4,2,3,2,4,2,5,1,1,4,1,5,4,4,1,2,3,2,4,3,1,2,2,1,4,4,3,2,2,3,3,3,2,2,3,3,3,3,4,1,2,3,1,2,2,3,2,2,3
